data,preco_abertura,preco_fechamento,preco_maximo,preco_medio,preco_minimo,quantidade_negociada,quantidade_negocios,ticker,volume_negociado,fator_ajuste,preco_fechamento_ajustado,fator_ajuste_desdobramentos,preco_fechamento_ajustado_desdobramentos,preco_abertura_ajustado,preco_maximo_ajustado,preco_medio_ajustado,preco_minimo_ajustado,volume,ValorDeMercado,EBIT_EV,momento_6_meses,ebit_dl,volume_medio_prop_20_200,RANK_FINAL_carteira1,ValorDeMercado_RANK_carteira1,EBIT_EV_RANK_carteira1,momento_6_meses_RANK_carteira1,ebit_dl_RANK_carteira1,volume_medio_prop_20_200_RANK_carteira1,posicao_carteira1
2025-08-25,18.38,18.35,18.44,18.31,18.22,2768800,8495,KLBN11,50709597.0,1.0,18.35,1.0,18.35,18.38,18.44,18.31,18.22,71938108.0,22716132515.0,0.09309462137514588,-0.11008729388942773,0.16893174554039286,0.7507645537655313,596.0,122.0,103.0,123.0,125.0,123.0,149.0
2025-08-25,12.47,12.37,12.6,12.45,12.37,160500,768,LAVV3,1999631.0,1.0,12.37,1.0,12.37,12.47,12.6,12.45,12.37,4699889.0,2462472835.0,0.19213923951974596,0.4400465657741559,8.31523194725818,0.877333516285079,203.0,61.0,11.0,19.0,24.0,88.0,10.0
2025-08-25,6.02,5.93,6.13,5.97,5.93,1048400,2616,LIGT3,6268509.0,1.0,5.93,1.0,5.93,6.02,6.13,5.97,5.93,6268509.0,2719653865.0,0.1813723486776965,0.5402597402597402,0.21530281938437812,1.9304065439050937,202.0,66.0,17.0,10.0,106.0,3.0,9.0
2025-08-25,4.65,4.67,4.67,4.64,4.6,216700,1202,MATD3,1005541.0,1.0,4.67,1.0,4.67,4.65,4.67,4.64,4.6,960477.0,1622240368.0,-0.1417168413327464,0.25876010781671166,-999.0,0.4733423276293521,533.0,41.0,150.0,41.0,149.0,152.0,138.0
2025-08-25,24.94,25.49,26.12,25.63,24.82,910600,4416,MDNE3,23340649.0,1.0,25.49,1.0,25.49,24.94,26.12,25.63,24.82,14688336.0,1962255656.0,0.13479436114735696,1.0639676113360323,2.240341981038202,1.5336376539462375,149.0,51.0,57.0,1.0,34.0,6.0,2.0
2025-08-25,0.95,0.95,0.99,0.96,0.94,1293300,1038,MLAS3,1244223.0,1.0,0.95,1.0,0.95,0.95,0.99,0.96,0.94,1233993.0,910798540.0,0.01258113255639191,-0.2803030303030304,0.10697524178684756,0.5942995595567294,585.0,22.0,141.0,140.0,139.0,143.0,145.5
2025-08-25,6.99,6.97,7.07,6.99,6.93,2985700,4196,MOVI3,20884546.0,1.0,6.97,1.0,6.97,6.99,7.07,6.99,6.93,32464319.0,2673789395.0,0.1388195546434012,0.7917737789203083,0.18272589638768041,1.0154511164899582,292.0,63.0,51.0,4.0,121.0,53.0,34.0
2025-08-25,7.59,7.59,7.64,7.56,7.47,6499200,9675,MRVE3,49196281.0,1.0,7.59,1.0,7.59,7.59,7.64,7.56,7.47,55561083.0,3652747230.0,-0.03167107226493814,0.3457446808510638,-999.0,1.009159307637158,451.0,69.0,147.0,31.0,149.0,55.0,107.0
2025-08-25,3.46,3.49,3.5,3.48,3.45,335600,573,MTRE3,1168424.0,1.0,3.49,1.0,3.49,3.46,3.5,3.48,3.45,1881358.0,362807633.0,0.11630757234808041,0.14802631578947367,0.19145683546001258,1.1186826118636832,313.0,10.0,77.0,78.0,118.0,30.0,43.0
2025-08-25,27.0,26.77,27.1,26.72,26.5,2557700,12426,MULT3,68360545.0,1.0,26.77,1.0,26.77,27.0,27.1,26.72,26.5,82876916.0,13716865728.0,0.09867601186561514,0.20585585585585586,0.40754900056889976,0.8347660927402805,452.0,116.0,98.0,61.0,73.0,104.0,110.0
2025-08-25,13.39,13.54,13.69,13.57,13.39,469900,2483,MYPK3,6378068.0,1.0,13.54,1.0,13.54,13.39,13.69,13.57,13.39,12993396.0,2150542800.0,0.17760841583283735,0.04961240310077519,0.27512723637037667,1.0428278107127795,312.0,55.0,19.0,96.0,94.0,48.0,42.0
2025-08-25,9.15,8.89,9.3,8.96,8.83,14570000,16197,NATU3,130548734.0,1.0,8.89,1.0,8.89,9.15,9.3,8.96,8.83,58587309.0,7959773250.0,0.13986620382335174,-0.7520914668153932,6.811186548337418,6.220521765687868,328.0,100.0,48.0,154.0,25.0,1.0,48.0
2025-08-25,26.6,26.69,26.77,26.66,26.43,501000,2535,NEOE3,13360621.0,1.0,26.69,1.0,26.69,26.6,26.77,26.66,26.43,28332147.0,32723973806.0,0.1293012918146704,0.3843360995850622,0.22335837816209486,1.174477950596108,353.0,134.0,64.0,26.0,104.0,25.0,58.0
2025-08-25,13.02,13.02,13.09,13.0,12.91,786200,2752,ODPV3,10226777.0,1.0,13.02,1.0,13.02,13.02,13.09,13.0,12.91,17711264.0,6811899569.0,0.10203110407542933,0.1625000000000001,999.0,1.2256990266755508,292.5,91.0,96.0,74.0,11.5,20.0,35.0
2025-08-25,0.6,0.63,0.64,0.61,0.59,5147600,1077,OIBR3,3189209.0,1.0,0.63,1.0,0.63,0.6,0.64,0.61,0.59,888420.0,192637090.0,-0.13295416840591828,-0.496,-999.0,0.22220619546075163,608.0,5.0,149.0,152.0,149.0,153.0,152.0
2025-08-25,6.64,6.53,6.67,6.58,6.53,451400,2081,OPCT3,2972872.0,1.0,6.53,1.0,6.53,6.64,6.67,6.58,6.53,3170520.0,1325731843.0,0.10856786233365645,0.18727272727272726,0.20180517838263645,1.1514789096743294,324.0,33.0,87.0,66.0,111.0,27.0,46.0
2025-08-25,54.03,53.73,54.77,53.83,53.33,471800,2567,ORVR3,25398540.0,1.0,53.73,1.0,53.73,54.03,54.77,53.83,53.33,18547741.0,4042202230.0,0.0471097471061454,0.22531356898517663,0.1724466571273239,1.1139011452612875,418.0,73.0,134.0,56.0,122.0,33.0,89.0
2025-08-25,3.4,3.52,3.7,3.44,3.27,37425500,19815,PCAR3,129030065.0,1.0,3.52,1.0,3.52,3.4,3.7,3.44,3.27,39272689.0,13622905450.0,-0.011816180516946759,0.2941176470588234,-999.0,1.1687273780561676,467.0,115.0,144.0,33.0,149.0,26.0,116.5
2025-08-25,30.47,30.65,30.78,30.63,30.42,21075300,30719,PETR4,645703828.0,1.0,30.65,1.0,30.65,30.47,30.78,30.63,30.42,898931272.0,414090101217.0,0.18146737219553075,-0.1438547486033519,0.41659313495416,0.8934944253087593,451.0,155.0,16.0,127.0,72.0,81.0,107.0
2025-08-25,4.01,3.92,4.06,3.94,3.89,7178500,4414,PETZ3,28340776.0,1.0,3.92,1.0,3.92,4.01,4.06,3.94,3.89,24645572.0,1957389883.0,0.048928457800707516,-0.09468822170900693,1.8192724315131799,0.8527883315976924,436.0,50.0,133.0,119.0,37.0,97.0,95.0
2025-08-25,7.74,7.86,7.95,7.83,7.69,104000,603,PFRM3,815158.0,1.0,7.86,1.0,7.86,7.74,7.95,7.83,7.69,1210820.0,958312620.0,0.1682471159139082,0.17313432835820897,0.36761880621693904,0.8895039315329627,282.0,25.0,25.0,72.0,76.0,84.0,31.0
2025-08-25,3.72,3.65,3.75,3.68,3.63,681600,3048,PGMN3,2510328.0,1.0,3.65,1.0,3.65,3.72,3.75,3.68,3.63,2984234.0,2353702942.0,0.18169725283145505,0.16242038216560495,0.4752471237818845,1.0848664169629347,250.0,57.0,15.0,75.0,66.0,37.0,21.0
2025-08-25,13.31,13.15,13.45,13.16,13.03,602900,2231,PLPL3,7938349.0,1.0,13.15,1.0,13.15,13.31,13.45,13.16,13.03,10836085.0,2675181120.0,0.1742563802722403,0.2335834896810507,2.707265386851557,0.9487030655755397,241.0,64.0,22.0,53.0,32.0,70.0,16.5
2025-08-25,10.05,10.07,10.2,10.09,9.97,363000,1348,PNVL3,3665940.0,1.0,10.07,1.0,10.07,10.05,10.2,10.09,9.97,3005434.0,1793980196.0,0.06933694828851326,0.25717852684144815,0.19475777544266257,1.0231227480444227,373.0,46.0,121.0,42.0,113.0,51.0,66.5
2025-08-25,17.96,17.98,18.0,17.97,17.94,510200,696,PORT3,9171762.0,1.0,17.98,1.0,17.98,17.96,18.0,17.97,17.94,9644091.0,7831767504.0,0.09195663639384444,0.12445278298936846,0.4519618244098624,0.7203265004062813,485.0,98.0,106.0,82.0,69.0,130.0,126.0
2025-08-25,38.15,38.18,38.48,38.21,38.08,5768500,11530,PRIO3,220454662.0,1.0,38.18,1.0,38.18,38.15,38.48,38.21,38.08,253683153.0,35199514214.0,0.07191514167618916,-0.02127659574468077,0.2104251666481996,0.860055114361193,565.0,136.0,118.0,108.0,107.0,96.0,142.0
2025-08-25,15.38,15.32,15.53,15.41,15.32,233500,1225,PRNR3,3599488.0,1.0,15.32,1.0,15.32,15.38,15.53,15.41,15.32,4322756.0,710155506.0,0.10486243123066576,-0.0956316410861866,0.3104405918727915,0.9632839280228801,383.0,16.0,92.0,120.0,88.0,67.0,75.0
2025-08-25,51.0,51.55,51.82,51.37,50.8,2494500,10913,PSSA3,128164692.0,1.0,51.55,1.0,51.55,51.0,51.82,51.37,50.8,112489682.0,35568695860.0,0.12394951061164418,0.35230849947534115,999.0,1.4214887199039816,258.5,137.0,72.0,30.0,11.5,8.0,26.0
2025-08-25,3.83,3.88,3.9,3.88,3.83,92400,197,PTBL3,359038.0,1.0,3.88,1.0,3.88,3.83,3.9,3.88,3.83,720880.0,523061770.0,0.07466725118159931,-0.007672634271099765,0.11379506569126607,0.5131063142312783,519.0,14.0,114.0,104.0,137.0,150.0,135.0
2025-08-25,1.81,1.84,1.87,1.84,1.81,788600,902,QUAL3,1455678.0,1.0,1.84,1.0,1.84,1.81,1.87,1.84,1.81,2129724.0,499865212.0,0.12449738616881999,-0.08457711442786053,0.19934045352437965,0.5506550922891553,460.0,13.0,71.0,118.0,112.0,146.0,113.0
2025-08-25,18.76,18.11,18.86,18.23,18.11,7695700,21179,RADL3,140303167.0,1.0,18.11,1.0,18.11,18.76,18.86,18.23,18.11,140303167.0,30219746648.0,0.07107470424183661,-0.029994643813604838,0.7659261765853387,1.006890370164169,467.0,130.0,119.0,110.0,52.0,56.0,116.5
2025-08-25,15.14,14.61,15.14,14.67,14.54,14078200,20899,RAIL3,206654228.0,1.0,14.61,1.0,14.61,15.14,15.14,14.67,14.54,167310601.0,29492416289.0,0.04966883389087857,-0.18242865137101294,0.28296776929209216,0.8617135111119848,578.0,129.0,131.0,132.0,91.0,95.0,144.0
2025-08-25,1.05,1.05,1.06,1.04,1.03,18629500,12407,RAIZ4,19478884.0,1.0,1.05,1.0,1.05,1.05,1.06,1.04,1.03,28965714.0,12526536476.0,0.07288480330909425,-0.4067796610169492,0.029688730444728133,1.0923180316577006,557.0,114.0,116.0,149.0,142.0,36.0,139.0
2025-08-25,7.59,7.67,7.75,7.67,7.59,315000,1106,RANI3,2416957.0,1.0,7.67,1.0,7.67,7.59,7.75,7.67,7.59,4278669.0,1905154500.0,0.13537141235366462,0.17457886676875956,0.3586679272923734,1.062569604899341,295.0,49.0,55.0,71.0,79.0,41.0,37.0
2025-08-25,6.83,6.63,6.88,6.71,6.63,3118400,4317,RAPT4,20951217.0,1.0,6.63,1.0,6.63,6.83,6.88,6.71,6.63,20951217.0,2103212070.0,0.12561950771609748,-0.2793478260869565,0.16211347027132153,0.9857336529142496,451.0,54.0,69.0,139.0,128.0,61.0,107.0
2025-08-25,1.14,1.14,1.16,1.14,1.14,784400,998,RCSL4,899730.0,1.0,1.14,1.0,1.14,1.14,1.16,1.14,1.14,2611449.0,41512570.0,-0.37127272753554263,0.5616438356164382,-999.0,0.7310869967357564,441.0,2.0,152.0,9.0,149.0,129.0,98.5
2025-08-25,12.81,13.1,13.15,13.05,12.81,3424700,5667,RECV3,44698821.0,1.0,13.1,1.0,13.1,12.81,13.15,13.05,12.81,24072307.0,3803398753.0,0.19054915601402614,-0.12550066755674238,0.7825374088758154,0.6432747822563439,396.0,72.0,12.0,124.0,51.0,137.0,79.0
2025-08-25,34.7,34.62,35.18,34.78,34.53,4082400,16908,RENT3,142023558.0,1.0,34.62,1.0,34.62,34.7,35.18,34.78,34.53,243310605.0,37263805182.0,0.11547307477887012,0.16213494461228595,0.24461264232587263,0.8355328294963551,496.0,139.0,80.0,76.0,98.0,103.0,130.0
2025-08-25,7.73,7.81,7.82,7.77,7.73,69900,387,ROMI3,543353.0,1.0,7.81,1.0,7.81,7.73,7.82,7.77,7.73,788236.0,747229391.0,0.0688813080266228,-0.13606194690265483,0.1663183401484174,0.7700358034743345,514.0,18.0,122.0,126.0,127.0,121.0,133.0
2025-08-25,34.0,33.79,34.27,33.69,33.54,1323900,7755,SAPR11,44602942.0,1.0,33.79,1.0,33.79,34.0,34.27,33.69,33.54,33274237.0,10306421743.0,0.15226723484338295,0.26223384385506154,0.48579855440157577,1.188706985529873,276.0,110.0,38.0,40.0,65.0,23.0,29.0
2025-08-25,10.49,10.63,10.73,10.63,10.48,1461700,5581,SBFG3,15539807.0,1.0,10.63,1.0,10.63,10.49,10.73,10.63,10.48,19656460.0,2637780314.0,0.13481188002829494,0.04215686274509811,0.2667358557485744,1.2022882877283179,333.0,62.0,56.0,98.0,96.0,21.0,51.0
2025-08-25,119.99,119.38,120.78,119.76,119.38,1368900,7867,SBSP3,163944379.0,1.0,119.38,1.0,119.38,119.99,120.78,119.76,119.38,282532014.0,83894001198.0,0.1661679746188204,0.24160166406656258,0.7629879391431418,0.9797377399622075,340.0,146.0,28.0,51.0,53.0,62.0,53.5
2025-08-25,20.5,20.55,20.69,20.53,20.34,8800,42,SCAR3,180669.0,1.0,20.55,1.0,20.55,20.5,20.69,20.53,20.34,930447.0,1096425630.0,0.04926109098414578,0.1899247249565721,0.1128477332692396,1.3066421782010098,376.0,27.0,132.0,64.0,138.0,15.0,71.0
2025-08-25,4.85,4.93,4.96,4.91,4.85,318600,545,SHUL4,1567406.0,1.0,4.93,1.0,4.93,4.85,4.96,4.91,4.85,2111910.0,5269177705.0,0.05616158096811721,-0.16582064297800347,999.0,1.1352795087017795,375.5,81.0,125.0,130.0,11.5,28.0,70.0
2025-08-25,4.49,4.62,4.7,4.61,4.48,3361500,4966,SIMH3,15515858.0,1.0,4.62,1.0,4.62,4.49,4.7,4.61,4.48,18267636.0,4234246585.0,0.14077851572285505,0.18158567774936052,0.15203487499473145,0.871905797607478,410.0,74.0,47.0,68.0,129.0,92.0,85.5
2025-08-25,17.21,17.25,17.32,17.19,17.0,2172700,7993,SLCE3,37361685.0,1.0,17.25,1.0,17.25,17.21,17.32,17.19,17.0,36761356.0,7576504846.0,0.14874016673995438,-0.03899721448467963,0.2844100764792195,0.8069902783282731,452.0,97.0,42.0,112.0,90.0,111.0,110.0
2025-08-25,23.31,23.72,23.84,23.64,23.18,3243900,11119,SMFT3,76695819.0,1.0,23.72,1.0,23.72,23.31,23.84,23.64,23.18,77765203.0,14154826256.0,0.08556762738058488,0.21953727506426723,0.4617364899930648,1.0094038035645176,410.0,118.0,113.0,58.0,67.0,54.0,85.5
2025-08-25,16.97,17.0,17.33,17.11,16.92,1242200,4883,SMTO3,21255359.0,1.0,17.0,1.0,17.0,16.97,17.33,17.11,16.92,29161943.0,5578265861.0,0.11311115632949367,-0.2427616926503341,0.1934235833015879,1.082041608769024,455.0,83.0,82.0,137.0,115.0,38.0,112.0
2025-08-25,10.3,10.34,10.47,10.38,10.28,344100,1616,SOJA3,3574243.0,1.0,10.34,1.0,10.34,10.3,10.47,10.38,10.28,3382842.0,1402357333.0,0.09126230745686564,0.003883495145631022,0.5352554873670006,0.5931412714666178,452.0,36.0,107.0,102.0,63.0,144.0,110.0
2025-08-25,12.12,12.13,12.22,12.13,12.1,3704600,2272,SRNA3,44972197.0,1.0,12.13,1.0,12.13,12.12,12.22,12.13,12.1,25458041.0,7466539366.0,0.06457862601505528,0.5257861635220127,0.12148349639713873,0.8235248688813084,470.0,96.0,123.0,11.0,134.0,106.0,119.0
2025-08-25,14.19,14.2,14.2,14.19,14.17,1653700,2250,STBP3,23466436.0,1.0,14.2,1.0,14.2,14.19,14.2,14.19,14.17,37238759.0,12176155300.0,0.09541066564584275,0.10248447204968936,0.7027710932337689,0.9743988346222654,417.0,112.0,101.0,86.0,55.0,63.0,87.5
2025-08-25,53.82,53.41,53.98,53.46,53.29,2604200,10772,SUZB3,139231563.0,1.0,53.41,1.0,53.41,53.82,53.98,53.46,53.29,225910719.0,83899952150.0,0.08803673803755432,-0.08024797657998972,0.19169548178148288,0.745601909029688,617.0,147.0,111.0,117.0,117.0,125.0,154.0
2025-08-25,6.6,6.46,6.69,6.53,6.46,783100,1432,SYNE3,5119958.0,1.0,6.46,1.0,6.46,6.6,6.69,6.53,6.46,3479403.0,1063928680.0,0.5640221014260852,0.3542976939203355,999.0,0.8909023623375708,150.5,26.0,1.0,29.0,11.5,83.0,3.0
2025-08-25,33.77,33.9,34.09,33.95,33.77,1559600,6278,TAEE11,52958440.0,1.0,33.9,1.0,33.9,33.77,34.09,33.95,33.77,51464817.0,11581073540.0,0.13892183899829288,0.09744253803820002,0.3238433596534063,1.1289953406059519,362.0,111.0,50.0,88.0,84.0,29.0,61.0
2025-08-25,4.65,4.72,4.72,4.66,4.6,311100,1009,TASA4,1452072.0,1.0,4.72,1.0,4.72,4.65,4.72,4.66,4.6,2000934.0,683873391.0,0.1830433165405789,-0.35253772290809327,0.23596012182620843,1.0450074251600792,320.0,15.0,14.0,146.0,100.0,45.0,45.0
2025-08-25,21.17,21.29,21.37,21.2,20.84,1684200,7030,TEND3,35706850.0,1.0,21.29,1.0,21.29,21.17,21.37,21.2,20.84,35706850.0,2689361320.0,0.12920561437175046,0.33647206528562457,0.9383047784923603,0.9674345747614748,274.0,65.0,65.0,32.0,46.0,66.0,28.0
2025-08-25,15.85,15.8,16.1,15.91,15.8,423600,1606,TFCO4,6741070.0,1.0,15.8,1.0,15.8,15.85,16.1,15.91,15.8,7122071.0,2374879023.0,0.07291102708818183,0.6122448979591837,1.5769030069793228,1.4365157968077271,225.0,58.0,115.0,7.0,38.0,7.0,13.0
2025-08-25,36.36,36.76,37.0,36.81,36.36,134900,714,TGMA3,4966163.0,1.0,36.76,1.0,36.76,36.36,37.0,36.81,36.36,7330527.0,2376104940.0,0.17329338023815757,0.1804752729608221,999.0,1.0044475688276817,220.5,59.0,23.0,69.0,11.5,58.0,12.0
2025-08-25,22.77,22.88,23.08,22.92,22.55,4103500,11395,TIMS3,94085528.0,1.0,22.88,1.0,22.88,22.77,23.08,22.92,22.55,101250354.0,53451361108.0,0.11516801177351432,0.4246575342465755,999.0,0.889239375494755,342.5,143.0,81.0,22.0,11.5,85.0,55.0
2025-08-25,42.44,42.32,43.0,42.72,42.32,2677700,10647,TOTS3,114406631.0,1.0,42.32,1.0,42.32,42.44,43.0,42.72,42.32,117125945.0,25720321841.0,0.03448423900929818,0.25133057362507394,999.0,0.9103312718470263,396.5,125.0,138.0,44.0,11.5,78.0,80.0
2025-08-25,6.38,6.41,6.5,6.41,6.35,232000,862,TRIS3,1487341.0,1.0,6.41,1.0,6.41,6.38,6.5,6.41,6.35,2042024.0,1231678800.0,0.1272412804307411,0.16123188405797118,0.5677615934248177,0.6388526505572746,375.0,30.0,68.0,77.0,60.0,140.0,69.0
2025-08-25,14.4,14.82,14.97,14.73,14.37,676400,2387,TUPY3,9967548.0,1.0,14.82,1.0,14.82,14.4,14.97,14.73,14.37,9607088.0,2451026000.0,0.11551112610897322,-0.29696394686907013,0.11889165307477223,0.7950297198830933,532.0,60.0,79.0,142.0,135.0,116.0,137.0
2025-08-25,18.06,17.91,18.18,17.97,17.84,2987300,10678,UGPA3,53683908.0,1.0,17.91,1.0,17.91,18.06,18.18,17.97,17.84,88389478.0,28480933341.0,0.11738420043131109,0.1179775280898876,0.364815822080511,0.8410669534254788,465.0,128.0,76.0,83.0,77.0,101.0,114.0
2025-08-25,61.97,61.98,62.01,61.88,61.13,275400,684,UNIP6,17041859.0,1.0,61.98,1.0,61.98,61.97,62.01,61.88,61.13,7089402.0,6975278528.0,0.12941408632162943,0.42613897837091574,0.982928747969509,1.2402079174497216,241.0,93.0,63.0,21.0,45.0,19.0,16.5
2025-08-25,4.2,4.19,4.25,4.18,4.14,10304800,7440,USIM5,43135067.0,1.0,4.19,1.0,4.19,4.2,4.25,4.18,4.14,55162963.0,5592701173.0,0.14842154847795,-0.3097199341021416,1.0408511910137486,0.9094132986376079,392.0,84.0,43.0,143.0,43.0,79.0,77.0
2025-08-25,55.17,54.92,55.4,55.07,54.74,10397400,18737,VALE3,572592145.0,1.0,54.92,1.0,54.92,55.17,55.4,55.07,54.74,1105602377.0,264022127680.0,0.1321120348631785,0.05513928914505284,0.6582448413177265,0.9108982476685972,439.0,153.0,59.0,95.0,56.0,76.0,96.0
2025-08-25,3.88,3.87,3.94,3.89,3.85,11014200,9217,VAMO3,42845689.0,1.0,3.87,1.0,3.87,3.88,3.94,3.89,3.85,48002440.0,4486285029.0,0.15381190340281137,-0.23061630218687879,0.20938671073709236,0.9104879318030098,431.0,76.0,35.0,135.0,108.0,77.0,92.0
2025-08-25,21.74,21.57,21.98,21.73,21.54,6028900,14054,VBBR3,131050356.0,1.0,21.57,1.0,21.57,21.74,21.98,21.73,21.54,208057138.0,24338250000.0,0.1882339986235375,0.2643610785463073,0.40568634896525535,1.045752990462002,294.0,124.0,13.0,39.0,74.0,44.0,36.0
2025-08-25,4.92,5.03,5.03,4.99,4.9,71200,423,VITT3,355359.0,1.0,5.03,1.0,5.03,4.92,5.03,4.99,4.9,661140.0,748563810.0,0.09559276336684856,-0.05628517823639767,0.5662519914579167,0.662333625083513,429.0,19.0,100.0,114.0,61.0,135.0,91.0
2025-08-25,28.1,27.78,28.47,28.06,27.78,1569300,7974,VIVA3,44037612.0,1.0,27.78,1.0,27.78,28.1,28.47,28.06,27.78,85500513.0,6511972491.0,0.10266966426726812,0.5221917808219179,2.406303954763483,1.074968986543442,269.0,90.0,94.0,12.0,33.0,40.0,27.0
2025-08-25,34.37,34.83,35.1,34.83,34.33,2963200,11458,VIVT3,103223635.0,0.9981,34.76,1.0,34.83,34.304697,35.03331,34.763822999999995,34.264773,166286048.0,158210340506.0,0.05294396997175244,0.3755441234665611,0.8241281706004998,1.1766474373920515,380.0,151.0,129.0,27.0,49.0,24.0,73.0
2025-08-25,21.04,20.85,21.17,20.94,20.78,145500,883,VLID3,3047394.0,1.0,20.85,1.0,20.85,21.04,21.17,20.94,20.78,5416082.0,1680919142.0,0.23598477314805205,-0.1489795918367346,5.547908520356192,0.6547719119886944,340.0,44.0,5.0,128.0,27.0,136.0,53.5
2025-08-25,10.35,10.3,10.49,10.27,10.15,298100,652,VTRU3,3064255.0,1.0,10.3,1.0,10.3,10.35,10.49,10.27,10.15,2414552.0,1207551852.0,0.15118623885000632,0.6194968553459119,0.2690919817830912,1.1146921347615544,201.0,28.0,40.0,6.0,95.0,32.0,8.0
2025-08-25,19.95,20.0,20.24,20.08,19.89,1847000,6736,VULC3,37094739.0,1.0,20.0,1.0,20.0,19.95,20.24,20.08,19.89,14366770.0,5397750240.0,0.10961101840383435,0.2547051442910917,4.952239244902532,1.3397561618696172,253.0,82.0,86.0,43.0,28.0,14.0,23.0
2025-08-25,0.91,0.91,0.93,0.9,0.9,10939100,644,VVEO3,9856412.0,1.0,0.91,1.0,0.91,0.91,0.93,0.9,0.9,927634.0,338961638.0,-0.26673139120063366,-0.40909090909090906,-999.0,0.48206711937132535,610.0,9.0,151.0,150.0,149.0,151.0,153.0
2025-08-25,37.64,37.73,37.99,37.79,37.46,8394800,14483,WEGE3,317240789.0,1.0,37.73,1.0,37.73,37.64,37.99,37.79,37.46,317240789.0,153663811907.0,0.053933154206634436,-0.2668091721725613,999.0,0.960481140230963,495.5,150.0,128.0,138.0,11.5,68.0,129.0
2025-08-25,8.1,8.15,8.21,8.16,8.08,335000,1194,WIZC3,2735524.0,1.0,8.15,1.0,8.15,8.1,8.21,8.16,8.08,2493120.0,1298447130.0,0.4563473677716383,0.4298245614035088,6.142734219745549,1.1002271538096788,114.0,32.0,2.0,20.0,26.0,34.0,1.0
2025-08-25,12.91,13.05,13.26,13.09,12.81,1863800,6277,YDUQ3,24400184.0,1.0,13.05,1.0,13.05,12.91,13.26,13.09,12.81,59130576.0,3689237940.0,0.1126420471076674,0.18852459016393452,0.2062879441896898,0.9422579864391226,399.0,70.0,83.0,65.0,109.0,72.0,82.0
2025-08-25,3.48,3.48,3.49,3.48,3.47,969200,438,ZAMP3,3374422.0,1.0,3.48,1.0,3.48,3.48,3.49,3.48,3.47,2038077.0,1416131695.0,-0.003170058218799741,0.2841328413284132,-999.0,0.9117528380943442,440.0,38.0,143.0,35.0,149.0,75.0,97.0
